Hour,Chaetognatha,Medusae,Echinodermata,Shrimp,Copepoda,Appendicularia,Noctiluca,Temp_C,Sal
2022/1/3 14:00,0.281690141,0,0,0,0.422535211,0,3.732394366,20.2225,32.905
2022/1/3 15:00,0.5,0,0,0,0.5,0,4.833333333,20.3625,32.905
2022/1/3 16:00,0.53030303,0,0,0,0.454545455,0,4.924242424,20.45,32.8975
2022/1/3 17:00,0.294117647,0,0,0,0.294117647,0,0.294117647,20.265,32.8575
2022/1/3 18:00,0,0,0,0,0,0,0,20.3175,32.8125
2022/1/3 19:00,0,0,0,0,0,0,0,20.3425,32.81
2022/1/3 20:00,0,0,0,0,0,0,0,20.47,32.64
2022/1/3 21:00,0,0,0,0,0,0,0,20.1325,32.3225
2022/1/3 22:00,0,0,0,0,0,0,0,19.9075,32.2025
2022/1/3 23:00,0,0,0,0,0,0,0,19.7825,32.1475
2022/1/4 0:00,0,0,0,0,0.064935065,0,0,19.8925,32.175
2022/1/4 1:00,0.111111111,0,0,0,0.444444444,0,6.444444444,19.9825,32.3625
2022/1/4 2:00,0.208333333,0,0,0,1.145833333,0,5.9375,20.0775,32.5875
2022/1/4 3:00,0,0,0,0,0.3125,0,2.1875,20.12,32.625
2022/1/4 4:00,0,0,0,0,0,0,1.111111111,20.1375,32.665
2022/1/4 5:00,0,0,0,0,0,0,0,20.2075,32.755
2022/1/4 6:00,0,0,0,0,0,0,0,20.1675,32.705
2022/1/4 7:00,0,0,0,0,0,0,0,20.11,32.64
2022/1/4 8:00,0,0,0,0,0,0,0,20.12,32.64
2022/1/4 9:00,0,0,0,0,0,0,0,20.1925,32.675
2022/1/4 10:00,0,0,0,0,0,0,0,20.2475,32.6725
2022/1/4 11:00,0,0,0,0,0,0,0,20.2025,32.6425
2022/1/4 12:00,0,0,0,0,0,0,0,20.1575,32.625
2022/1/4 13:00,0,0,0,0,0,0,0,20.2675,32.6125
2022/1/4 14:00,0,0,0,0,0,0,0,20.4275,32.6225
2022/1/4 15:00,0,0,0,0,0,0,0,20.6225,32.62
2022/1/4 16:00,0,0,0,0,0,0,0,20.6875,32.605
2022/1/4 17:00,0,0,0,0,0,0,0,20.51,32.5925
2022/1/4 18:00,0,0,0,0,0,0,0,20.21,32.56
2022/1/4 19:00,0,0,0,0,0,0,0,20.44,32.4775
2022/1/4 20:00,0,0,0,0,0,0,0,20.65,32.4875
2022/1/4 21:00,0,0,0,0,0,0,0,20.5425,32.225
2022/1/4 22:00,0,0,0,0,0,0,0,19.9875,31.875
2022/1/4 23:00,0,0,0,0,0,0,0,19.6725,31.725
2022/1/5 0:00,0.071428571,0,0,0,0,0,0,19.5975,31.7
2022/1/5 1:00,0.102040816,0,0,0,0,0,0,19.775,31.735
2022/1/5 2:00,0,0,0,0,0,0,1.315789474,19.9725,31.98
2022/1/5 3:00,0,0,0,0,0,0,5,20.0225,32.11
2022/1/5 4:00,0,0,0,0,0,0,0,20.1675,32.2825
2022/1/5 5:00,0,0,0,0,0,0,1.25,20.18,32.3225
2022/1/5 6:00,0,0,0,0,0,0,0,20.285,32.4725
2022/1/5 7:00,0,0,0,0,0,0,0,20.265,32.4525
2022/1/5 8:00,0,0,0,0,0,0,0,20.2175,32.3775
2022/1/5 9:00,0,0,0,0,0,0,0,20.2025,32.37
2022/1/5 10:00,0,0,0,0,0,0,0,20.195,32.365
2022/1/5 11:00,0,0,0,0,0,0,0,20.185,32.36
2022/1/5 12:00,0,0,0,0,0,0,0,20.185,32.35
2022/1/5 13:00,0,0,0,0,0,0,0,20.215,32.3575
2022/1/5 14:00,0,0,0,0,0,0,0,20.4125,32.3925
2022/1/5 15:00,0,0,0,0,0,0,0,20.5,32.37
2022/1/5 16:00,0,0,0,0,0,0,0,20.615,32.3625
2022/1/5 17:00,1.25,0,0,0,0,0,0,20.5975,32.3775
2022/1/5 18:00,0,0,0,0,0,0,0,20.2975,32.3625
2022/1/5 19:00,0,0,0,0,0,0,0,19.9475,32.305
2022/1/5 20:00,0,0,0,0,0,0,0,19.9325,32.26
2022/1/5 21:00,0,0,0,0,0,0,0,19.77,32.2325
2022/1/5 22:00,0,0,0,0,0,0,0,19.8225,32.2225
2022/1/5 23:00,0,0,0,0,0,0,0,19.865,32.1125
2022/1/6 0:00,0,0,0,0,0,0,0,19.9825,32.0775
2022/1/6 1:00,0,0,0,0,0,0,0,19.9475,32.045
2022/1/6 2:00,0,0,0,0,0,0,0.147058824,20.1925,32.1125
2022/1/6 3:00,0,0,0,0,0,0,0.25,20.2525,32.2575
2022/1/6 4:00,0,0,0,0,0,0,0,20.365,32.335
2022/1/6 5:00,0,0,0,0,0,0,2,20.445,32.365
2022/1/6 6:00,0,0,0,0.294117647,0,0,2.058823529,20.5175,32.3975
2022/1/6 7:00,0,0,0,0,0,0,0,20.475,32.3625
2022/1/6 8:00,0,0,0,0,0,0,0,20.2275,32.275
2022/1/6 9:00,0,0,0,0,0,0,0,19.98,32.185
2022/1/6 10:00,0,0,0,0,0,0,0,19.9375,32.2475
2022/1/6 11:00,0,0,0,0,0,0,0,19.7075,32.255
2022/1/6 12:00,0,0,0,0,0,0,0,19.5975,32.2825
2022/1/6 13:00,0,0,0,0,0,0,0,19.71,32.31
2022/1/6 14:00,0,0,0,0,0,0,0,20.0125,32.3025
2022/1/6 15:00,0,0,0,0,0,0,0,19.985,32.3025
2022/1/6 16:00,0.37037037,0,0,0,0.37037037,0,2.777777778,20.11,32.3
2022/1/6 17:00,0.113636364,0,0,0,0.227272727,0,4.431818182,20.27,32.3125
2022/1/6 18:00,0,0,0,0,0,0,0.384615385,20.245,32.3075
2022/1/6 19:00,1,0,0,0,0,0,0,20.21,32.3125
2022/1/6 20:00,0,0,0,0,0,0,3.333333333,20.1175,32.3325
2022/1/6 21:00,0,0,0,0,0,0,0,20.1925,32.3275
2022/1/6 22:00,0,0,0,0,0,0,0,19.98,32.23
2022/1/6 23:00,0,0,0,0,0,0,0,20.24,32.0475
2022/1/7 0:00,0,0,0,0,0,0,0,20.14,31.8475
2022/1/7 1:00,0,0,0,0,0,0,0,20.0025,31.77
2022/1/7 2:00,0,0,0,0,0,0,0,20.0725,31.7775
2022/1/7 3:00,0,0,0,0,0,0,0,20.1625,31.8275
2022/1/7 4:00,0,0,0,0,0,0,0,20.1675,32.07
2022/1/7 5:00,0,0,0,0,0,0,0,20.2025,32.165
2022/1/7 6:00,0,0,0,0,0,0,0,20.19,32.1625
2022/1/7 7:00,0,0,0,0,0,0,0,20.2625,32.2825
2022/1/7 8:00,0,0,0,0,0,0,0,20.2475,32.3025
2022/1/7 9:00,0,0,0,0,0,0,0,20.2325,32.2675
2022/1/7 10:00,0,0,0,0,0,0,0,20.0225,32.2575
2022/1/7 11:00,0,0,0,0,0,0,0,19.86,32.32
2022/1/7 12:00,0,0,0,0,0,0,0,19.9075,32.3225
2022/1/7 13:00,0,0,0,0,0,0,0,19.9625,32.3225
2022/1/7 14:00,0,0,0,0,0,0,0,19.9475,32.2975
2022/1/7 15:00,0,0,0,0,0,0,0,19.905,32.3075
2022/1/7 16:00,0,0,0,0,0,0,0,19.93,32.3225
2022/1/7 17:00,0,0,0,0,0,0,0,20.0675,32.31
2022/1/7 18:00,0,0,0,0,0,0,0,20.13,32.3025
2022/1/7 19:00,0,0,0,0,0,0,0,20.2725,32.2875
2022/1/7 20:00,0,0,0,0,0,0,0,20.24,32.2625
2022/1/7 21:00,0,0,0,0,0,0,0,19.9175,32.285
2022/1/7 22:00,0,0,0,0,0,0,0,20.01,32.21
2022/1/7 23:00,0,0,0,0,0,0,0,20.06,32.1875
2022/1/8 0:00,0,0,0,0,0,0,0,19.92,32.1725
2022/1/8 1:00,0,0,0,0,0,0,0,19.995,32.1975
2022/1/8 2:00,0,0,0,0,0,0,0,20.0125,32.2125
2022/1/8 3:00,0,0,0,0,0,0,0,19.9525,32.1975
2022/1/8 4:00,0,0,0,0,0,0,0,19.8875,32.155
2022/1/8 5:00,0,0,0,0,0,0,0,19.9775,32.2125
2022/1/8 6:00,0,0,0,0,0,0,0,20,32.28
2022/1/8 7:00,0,0,0,0,0,0,0,20,32.255
2022/1/8 8:00,0,0,0,0,0,0,0,20.015,32.29
2022/1/8 9:00,0,0,0,0,0,0,0,20.0425,32.3225
2022/1/8 10:00,0,0,0,0,0,0,0,19.9925,32.3075
2022/1/8 11:00,0,0,0,0,0,0,0,19.8375,32.345
2022/1/8 12:00,0,0,0,0,0,0,0,19.7625,32.405
2022/1/8 13:00,0,0,0,0,0,0,0,19.7525,32.425
2022/1/8 14:00,0,0,0,0,0,0,0,19.93,32.365
2022/1/8 15:00,0,0,0,0,0,0,0,20.0575,32.3775
2022/1/8 16:00,0,0,0,0,0,0,0,20.0575,32.3875
2022/1/8 17:00,0,0,0,0,0,0,0,20.04,32.4
2022/1/8 18:00,0,0,0,0,0,0,0,20.0325,32.4025
2022/1/8 19:00,0,0,0,0,0,0,0,19.945,32.405
2022/1/8 20:00,0,0,0,0,0,0,0,19.815,32.415
2022/1/8 21:00,0,0,0,0,1,0,4,19.8325,32.41
2022/1/8 22:00,0,0,0,0,0,0,0,19.79,32.415
2022/1/8 23:00,0,0,0,0,0,0,0,19.8625,32.3625
2022/1/9 0:00,0,0,0,0,0,0,0,19.9,32.335
2022/1/9 1:00,0,0,0,0,0,0,1.111111111,19.9375,32.335
2022/1/9 2:00,0,0,0,0,0.465116279,0,2.674418605,19.94,32.3425
2022/1/9 3:00,0,0,0,0,0.409836066,0,5.081967213,19.89,32.35
2022/1/9 4:00,0.04587156,0,0,0,1.009174312,0,6.972477064,19.945,32.34
2022/1/9 5:00,0,0,0,0,0.803571429,0,5.714285714,19.97,32.3375
2022/1/9 6:00,0,0,0,0,0,0,0,19.8625,32.3775
2022/1/9 7:00,0,0,0,0,0,0,0,19.82,32.39
2022/1/9 8:00,0,0,0,0,0,0,0,19.8525,32.4
2022/1/9 9:00,0,0,0,0,0,0,0,19.875,32.3925
2022/1/9 10:00,0,0,0,0,0,0,0,19.9175,32.3975
2022/1/9 11:00,0,0,0,0,0,0,0,19.95,32.3925
2022/1/9 12:00,0,0,0,0,0,0,0,19.9125,32.39
2022/1/9 13:00,0,0,0,0,0,0,0,19.9,32.3925
2022/1/9 14:00,0,0,0,0,0,0,0,19.935,32.4025
2022/1/9 15:00,0,0,0,0,0,0,0,19.915,32.42
2022/1/9 16:00,0,0,0,0,0,0,0,19.92,32.42
2022/1/9 17:00,0,0,0,0,0,0,1.25,19.9675,32.41
2022/1/9 18:00,0,0,0,0,0,0,0,20.09,32.405
2022/1/9 19:00,0,0,0,0,0,0,0,20.0775,32.4175
2022/1/9 20:00,0,0,0,0,5,0,0,20.04,32.42
2022/1/9 21:00,0,0,0,0,3.75,0,1.25,19.95,32.4275
2022/1/9 22:00,0.263157895,0,0,0,3.684210526,0,2.368421053,19.9075,32.4275
2022/1/9 23:00,2.5,0,0,0,0,0,0,19.885,32.43
2022/1/10 0:00,0.714285714,0,0,0,3.571428571,0,0.714285714,19.8675,32.42
2022/1/10 1:00,0.166666667,0,0,0.166666667,3.833333333,0,1.833333333,19.88,32.415
2022/1/10 2:00,0.04950495,0,0,0,3.217821782,0,5.148514851,19.985,32.4075
2022/1/10 3:00,0.16,0,0,0.04,3.68,0,6.36,20.06,32.4025
2022/1/10 4:00,0.084745763,0,0,0,3.516949153,0,6.525423729,20.12,32.4
2022/1/10 5:00,0,0,0,0,4.026548673,0.088495575,4.336283186,20.2875,32.36
2022/1/10 6:00,0.082644628,0,0,0,4.256198347,0.041322314,4.545454545,20.28,32.38
2022/1/10 7:00,0.081300813,0,0,0,3.902439024,0,5.325203252,20.14,32.4075
2022/1/10 8:00,0.208333333,0,0,0,2.916666667,0,5,19.9275,32.4125
2022/1/10 9:00,0,0,0,0,0,0,0,19.8525,32.4225
2022/1/10 10:00,2.142857143,0,0,0,0.714285714,0,0.714285714,19.87,32.43
2022/1/10 11:00,1.666666667,0,0,0,1.666666667,0,0,19.955,32.425
2022/1/10 12:00,0.833333333,0,0,0,3.333333333,0,0,19.945,32.4325
2022/1/10 13:00,1.25,0,0,0,3.125,0,1.25,19.9475,32.4425
2022/1/10 14:00,0.833333333,0,0,0,1.666666667,0,0,19.9225,32.4425
2022/1/10 15:00,0.27027027,0,0,0,2.027027027,0,6.148648649,19.9425,32.43
2022/1/10 16:00,0,0,0,0,0.791366906,0,10.21582734,19.985,32.425
2022/1/10 17:00,0.069444444,0,0,0,0.833333333,0,8.819444444,19.995,32.425
2022/1/10 18:00,0.071428571,0,0,0,1.285714286,0,5.285714286,19.9725,32.4225
2022/1/10 19:00,0,0,0,0,2.987804878,0,5.243902439,19.965,32.4225
2022/1/10 20:00,0,0,0,0,1.75,0,7.083333333,19.9325,32.4425
2022/1/10 21:00,0,0,0,0,0.15625,0,2.8125,19.925,32.4525
2022/1/10 22:00,0.111111111,0,0,0,1.055555556,0,7.722222222,19.915,32.4425
2022/1/10 23:00,0,0,0,0,1.024590164,0,7.62295082,19.9075,32.445
2022/1/11 0:00,0.111940299,0,0,0,1.940298507,0,7.873134328,19.8975,32.4425
2022/1/11 1:00,0.183486239,0,0,0,5.366972477,0,3.165137615,20.04,32.425
2022/1/11 2:00,0.052083333,0,0,0,3.645833333,0,4.270833333,20.2325,32.42
2022/1/11 3:00,0.078740157,0,0,0,2.716535433,0,6.496062992,20.15,32.4275
2022/1/11 4:00,0,0,0,0,2.804878049,0,5.691056911,20.1375,32.42
2022/1/11 5:00,0.07518797,0,0,0,1.315789474,0,8.308270677,20.095,32.4275
2022/1/11 6:00,0.084745763,0,0,0,2.457627119,0,7.372881356,20.0625,32.4275
2022/1/11 7:00,0.056179775,0,0,0,3.314606742,0,4.157303371,19.9575,32.4275
2022/1/11 8:00,0.131578947,0,0,0,3.947368421,0,2.894736842,19.92,32.4275
2022/1/11 9:00,0.149253731,0,0,0,3.432835821,0,4.029850746,19.9975,32.42
2022/1/11 10:00,0.12,0,0,0,3.44,0,7.28,20.1475,32.42
2022/1/11 11:00,0.102739726,0,0,0,3.321917808,0,8.493150685,20.235,32.4175
2022/1/11 12:00,0.13986014,0,0,0,1.923076923,0,9.090909091,20.365,32.4175
2022/1/11 13:00,0.066225166,0,0,0,1.821192053,0,8.973509934,20.6825,32.39
2022/1/11 14:00,0,0,0,0,1.584507042,0,11.1971831,20.7725,32.335
2022/1/11 15:00,0.291970803,0,0,0,1.386861314,0,8.175182482,20.5025,32.2975
2022/1/11 16:00,0.204081633,0,0,0,2.091836735,0,5,20.2325,32.2825
2022/1/11 17:00,0.264900662,0,0,0,2.847682119,0,7.582781457,20.12,32.2875
2022/1/11 18:00,0.094936709,0,0,0,1.550632911,0,11.42405063,20.17,32.29
2022/1/11 19:00,0.065359477,0,0,0,2.320261438,0,10.4248366,20.1825,32.2925
2022/1/11 20:00,0.104895105,0,0,0,2.692307692,0,9.79020979,20.0825,32.2925
2022/1/11 21:00,0,0,0,0,1.833333333,0,10.06666667,19.95,32.29
2022/1/11 22:00,0.251798561,0,0,0,1.330935252,0,9.244604317,19.9225,32.285
2022/1/11 23:00,0.037037037,0,0,0,1.481481481,0,8.444444444,19.8725,32.2825
2022/1/12 0:00,0.037037037,0,0,0,1.814814815,0,8.851851852,19.7825,32.2875
2022/1/12 1:00,0.037313433,0,0,0,1.231343284,0,10.07462687,19.675,32.3
2022/1/12 2:00,0,0,0,0,0.751879699,0,8.684210526,19.5475,32.315
2022/1/12 3:00,0,0,0,0,0.906040268,0,9.395973154,19.4825,32.3275
2022/1/12 4:00,0.067567568,0,0,0,0.844594595,0,9.72972973,19.4225,32.3525
2022/1/12 5:00,0.081967213,0,0,0,1.516393443,0,8.114754098,19.3825,32.365
2022/1/12 6:00,0,0,0,0,2.362204724,0,8.661417323,19.35,32.385
2022/1/12 7:00,0.26119403,0,0,0,3.395522388,0,7.350746269,19.355,32.39
2022/1/12 8:00,0.366972477,0,0,0,1.23853211,0,8.669724771,19.31,32.4075
2022/1/12 9:00,0.103092784,0,0,0,1.546391753,0,7.268041237,19.2625,32.4275
2022/1/12 10:00,0,0,0,0,1.533333333,0,6.933333333,19.28,32.435
2022/1/12 11:00,0.097087379,0,0,0,1.553398058,0.048543689,6.165048544,19.3525,32.44
2022/1/12 12:00,0.04950495,0,0,0,2.079207921,0.099009901,6.633663366,19.415,32.5625
2022/1/12 13:00,0.115384615,0,0,0,1.5,0.038461538,9.423076923,19.225,32.3525
2022/1/12 14:00,0.086206897,0,0,0,2.284482759,0,6.206896552,19.0875,32.185
2022/1/12 15:00,0.294117647,0,0,0,2.521008403,0,6.176470588,19.04,32.095
2022/1/12 16:00,0.104166667,0.052083333,0,0,3.385416667,0.104166667,3.958333333,18.9925,32.01
2022/1/12 17:00,0.23364486,0,0,0,3.224299065,0.046728972,5.280373832,18.96,31.9425
2022/1/12 18:00,0.113636364,0,0,0,4.034090909,0.397727273,2.5,18.93,31.905
2022/1/12 19:00,0.178571429,0.178571429,0,0,3.869047619,0.357142857,3.630952381,18.9025,31.8275
2022/1/12 20:00,0.316455696,0.063291139,0,0,3.164556962,0.443037975,3.481012658,18.905,31.84
2022/1/12 21:00,0.119047619,0,0,0,4.404761905,0.05952381,2.44047619,18.92,31.8825
2022/1/12 22:00,0.320512821,0.064102564,0.064102564,0,5.128205128,0.384615385,1.858974359,18.895,31.865
2022/1/12 23:00,0.185185185,0.061728395,0,0,4.567901235,0.185185185,1.543209877,18.8475,31.8575
2022/1/13 0:00,0.25974026,0.12987013,0,0,5.12987013,0.454545455,1.103896104,18.825,31.88
2022/1/13 1:00,0.192307692,0.128205128,0,0,5,0.064102564,2.179487179,18.8975,32.0125
2022/1/13 2:00,0.06097561,0.06097561,0,0,3.536585366,0.243902439,4.329268293,18.94,32.075
2022/1/13 3:00,0.281690141,0.070422535,0,0,4.295774648,0.352112676,1.971830986,18.84,32.0375
2022/1/13 4:00,0.163934426,0.081967213,0,0,4.672131148,0.245901639,1.147540984,18.71,31.995
2022/1/13 5:00,0.1,0,0,0,5.4,0.4,1.2,18.7425,32.005
2022/1/13 6:00,0.086206897,0,0,0,3.448275862,0.25862069,2.931034483,18.7775,32.0025
2022/1/13 7:00,0.459770115,0,0,0,3.793103448,0.229885057,2.24137931,18.7425,32.025
2022/1/13 8:00,0.421686747,0,0,0,3.554216867,0.180722892,3.493975904,18.7375,32.045
2022/1/13 9:00,0.24691358,0,0,0,3.703703704,0.185185185,3.395061728,18.74,32.075
2022/1/13 10:00,0.333333333,0,0,0,3.722222222,0,3.555555556,18.71,32.0825
2022/1/13 11:00,0.344827586,0,0,0,3.045977011,0,5.574712644,18.675,32.0875
2022/1/13 12:00,0.192307692,0,0,0,2.884615385,0.096153846,4.807692308,18.665,32.0825
2022/1/13 13:00,0.416666667,0.104166667,0,0.104166667,3.541666667,0.104166667,2.083333333,18.675,32.1025
2022/1/13 14:00,0.444444444,0,0,0,4.5,0,3.333333333,18.7575,32.125
2022/1/13 15:00,0.048543689,0,0,0,4.174757282,0,4.077669903,18.78,32.1375
2022/1/13 16:00,0.101010101,0,0,0,3.383838384,0.050505051,4.949494949,18.7875,32.14
2022/1/13 17:00,0.247524752,0.099009901,0,0,4.00990099,0.04950495,4.158415842,18.7275,32.13
2022/1/13 18:00,0.208333333,0,0,0,4.895833333,0.3125,1.5625,18.6625,32.12
2022/1/13 19:00,0,0,0,0,4.782608696,0.543478261,1.304347826,18.645,32.105
2022/1/13 20:00,0,0,0,0,4.7,0.2,1.7,18.5675,32.015
2022/1/13 21:00,0,0,0,0,4.305555556,0.138888889,2.222222222,18.5175,31.96
2022/1/13 22:00,0.102040816,0.102040816,0,0,3.87755102,0.102040816,2.755102041,18.5175,31.96
2022/1/13 23:00,0.06097561,0.06097561,0,0,1.890243902,0.06097561,5.609756098,18.5575,32.0375
2022/1/14 0:00,0.086206897,0,0,0,2.24137931,0,6.034482759,18.5975,32.1025
2022/1/14 1:00,0.040983607,0,0,0,0.778688525,0,8.524590164,18.62,32.1425
2022/1/14 2:00,0.090909091,0,0,0,0.636363636,0,7.636363636,18.6175,32.1375
2022/1/14 3:00,0.198019802,0,0,0,1.336633663,0,7.02970297,18.5725,32.1175
2022/1/14 4:00,0.111111111,0,0,0,0.666666667,0,4.333333333,18.605,32.1075
2022/1/14 5:00,0,0,0,0,0.865384615,0,4.519230769,18.5825,32.075
2022/1/14 6:00,0.163934426,0,0,0,1.393442623,0,5.409836066,18.6575,32.13
2022/1/14 7:00,0.273972603,0,0,0,2.328767123,0,4.04109589,18.67,32.155
2022/1/14 8:00,0.12987013,0,0,0,2.207792208,0,4.220779221,18.6975,32.1875
2022/1/14 9:00,0.384615385,0,0,0,1.230769231,0,4.692307692,18.795,32.2525
2022/1/14 10:00,0.375,0,0,0,1.3125,0,5.0625,18.7325,32.2625
2022/1/14 11:00,0.217391304,0,0,0,1.884057971,0.072463768,5,18.61,32.205
2022/1/14 12:00,0,0,0,0,2.5,0,5.377358491,18.6,32.145
2022/1/14 13:00,0.34965035,0,0,0,4.300699301,0,5.979020979,18.645,32.13
2022/1/14 14:00,0.268817204,0,0,0,3.870967742,0,4.408602151,18.67,32.135
2022/1/14 15:00,0.12195122,0,0,0,3.963414634,0,3.109756098,18.765,32.2025
2022/1/14 16:00,0.136986301,0,0,0,3.219178082,0,3.767123288,18.9825,32.375
2022/1/14 17:00,0.394736842,0,0,0,2.828947368,0,5.131578947,19.17,32.5275
2022/1/14 18:00,0.12987013,0,0,0,2.402597403,0,4.350649351,19.155,32.535
2022/1/14 19:00,0,0,0,0,1.5,0.0625,5.375,19.0325,32.4325
2022/1/14 20:00,0.066666667,0,0,0,1.6,0.066666667,5.533333333,18.7725,32.275
2022/1/14 21:00,0.140186916,0,0,0,1.355140187,0.093457944,6.91588785,18.7575,32.28
2022/1/14 22:00,0,0.045045045,0,0,1.531531532,0.09009009,7.072072072,18.785,32.3
2022/1/14 23:00,0.072463768,0.072463768,0,0,0.942028986,0,5.724637681,18.795,32.335
2022/1/15 0:00,0.454545455,0,0,0,0.454545455,0,4.545454545,19.0175,32.4925
2022/1/15 1:00,0,0,0,0,0,0,0,19.025,32.5125
2022/1/15 2:00,0,0,0,0,0,0,0,19.0425,32.51
2022/1/15 3:00,0,0,0,0,0,0,0,19.0025,32.4925
2022/1/15 4:00,0,0,0,0,0,0,0,18.98,32.4875
2022/1/15 5:00,2.5,0,0,0,0,0,0,18.965,32.4775
2022/1/15 6:00,0,0,0,0,0,0,0,18.95,32.465
2022/1/15 7:00,0,0,0,0,0,0,0,18.9525,32.4425
2022/1/15 8:00,0,0,0,0,0,0,0,18.96,32.47
